time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,motor.m1,motor.m2,motor.m3,motor.m4,stabilizer.thrust,stabilizer.roll,stabilizer.pitch,stabilizer.yaw
0.2,-0.0012213267618790269,0.06543777137994766,0.049315717071294785,0.0,0.0,0.0,-2.624511480331421,3.2116410732269287,-0.4447343349456787,35020.0,41824.0,43220.0,38472.0,39634.1015625,-1.6349629163742065,2.8501429557800293,-0.4800616204738617
0.22,-0.006679834797978401,0.06763532757759094,0.06361640989780426,0.0,0.0,0.0,-0.7988815307617188,2.5546998977661133,-0.5005520582199097,36447.0,38977.0,38667.0,37189.0,37820.6953125,-0.1581580489873886,2.3418772220611572,-0.5032284259796143
0.24,-0.012186053209006786,0.0718846544623375,0.07943183183670044,0.0,0.0,0.0,0.570877194404602,2.0018928050994873,-0.5011084079742432,36565.0,38917.0,36451.0,34559.0,36623.65625,1.2315447330474854,1.6739568710327148,-0.48743903636932373
0.26,-0.014299250207841396,0.07044239342212677,0.09546783566474915,0.0,0.0,0.0,2.011786937713623,1.274715542793274,-0.4712807238101959,36723.0,37787.0,34205.0,33609.0,35581.62109375,2.7183785438537598,0.9064309597015381,-0.4417596757411957
0.28,-0.015330939553678036,0.06762409210205078,0.1115734726190567,0.0,0.0,0.0,3.428079128265381,0.5082042813301086,-0.4067734479904175,35427.0,37957.0,33309.0,31179.0,34468.67578125,4.0070061683654785,0.1413724720478058,-0.3669915795326233
0.3,-0.01873694360256195,0.0721629410982132,0.13013426959514618,0.0,0.0,0.0,4.6056413650512695,-0.2744528651237488,-0.3320610821247101,35728.0,35618.0,32908.0,32718.0,34243.8359375,5.101069927215576,-0.6503790020942688,-0.2854304611682892
0.32,-0.019180065020918846,0.07357115298509598,0.14502406120300293,0.0,0.0,0.0,5.574822902679443,-1.013533592224121,-0.23651698231697083,34101.0,35025.0,33361.0,31793.0,33570.765625,5.934991359710693,-1.351497769355774,-0.1795559674501419
0.34,-0.023795122280716896,0.0796605721116066,0.16345195472240448,0.0,0.0,0.0,6.26095724105835,-1.6729822158813477,-0.11771751940250397,34346.0,33896.0,33920.0,32998.0,33790.5703125,6.563462734222412,-1.9795987606048584,-0.06406166404485703
0.36,-0.023424264043569565,0.08004536479711533,0.17722274363040924,0.0,0.0,0.0,6.7926836013793945,-2.2363767623901367,-0.012301862239837646,34853.0,34063.0,34173.0,33483.0,34143.875,7.028384208679199,-2.4748971462249756,0.034871939569711685
0.38,-0.023837976157665253,0.07954202592372894,0.19010613858699799,0.0,0.0,0.0,7.170426845550537,-2.651705265045166,0.08351648598909378,36143.0,35263.0,33663.0,32971.0,34510.17578125,7.466668605804443,-2.8832266330718994,0.12124213576316833
0.4,-0.02034011296927929,0.07280091196298599,0.20213855803012848,0.0,0.0,0.0,7.548670768737793,-3.021435499191284,0.16116730868816376,35247.0,37491.0,35641.0,31717.0,35024.359375,7.626898765563965,-3.1173524856567383,0.2033436894416809
0.42,-0.02090914361178875,0.07230143994092941,0.21350044012069702,0.0,0.0,0.0,7.651486396789551,-3.2195653915405273,0.22801309823989868,36044.0,37016.0,36024.0,33544.0,35657.37109375,7.6576642990112305,-3.277890920639038,0.24586494266986847
0.44,-0.019676771014928818,0.06646791100502014,0.22285877168178558,0.0,0.0,0.0,7.664466381072998,-3.3433990478515625,0.27286213636398315,36989.0,36353.0,36237.0,35417.0,36249.73046875,7.535709857940674,-3.364912509918213,0.29075539112091064
